time_s,current_A,voltage_V
7090.98999999999,107.143,3.434297
7091.98999999999,107.1349,3.434403
7092.98999999999,107.1188,3.434617
7093.98999999999,107.1374,3.43467
7094.98999999999,107.1324,3.434777
7095.98999999999,107.1101,3.434937
7096.98999999999,107.1138,3.435097
7097.98999999999,107.1144,3.435204
7098.98999999999,107.1275,3.435311
7099.98999999999,107.0977,3.435418
7100.98999999999,107.0971,3.435578
7101.98999999999,107.0934,3.435684
7102.98999999999,107.1089,3.435845
7103.98999999999,107.0958,3.435898
7104.98999999999,107.0934,3.436111
7105.98999999999,107.0729,3.436165
7106.98999999999,107.0909,3.436325
7107.98999999999,107.102,3.436432
7108.98999999999,107.0828,3.436592
7109.98999999999,107.0617,3.436752
7110.98999999999,107.081,3.436859
7111.98999999999,107.0617,3.436965
7112.98999999999,107.0555,3.437125
7113.98999999999,107.0506,3.437286
7114.98999999999,107.0481,3.437392
7115.98999999999,107.0425,3.437499
7116.98999999999,107.0388,3.437659
7117.98999999999,107.0307,3.437819
7118.98999999999,107.0376,3.437926
7119.98999999999,107.0152,3.438086
7120.98999999999,107.0276,3.438246
7121.98999999999,107.0252,3.438406
7122.98999999999,107.0214,3.438513
7123.98999999999,107.0171,3.438727
7124.98999999999,107.0177,3.43878
7125.98999999999,106.9923,3.43894
7126.98999999999,106.9787,3.439153
7127.98999999999,107.0004,3.439314
7128.98999999999,106.9818,3.43942
7129.98999999999,106.9948,3.43958
7130.98999999999,106.9805,3.439794
7131.98999999999,106.9849,3.439954
7132.98999999999,106.9818,3.440114
7133.98999999999,106.9594,3.440328
7134.98999999999,106.9625,3.440381
7135.98999999999,106.9415,3.440594
7136.98999999999,106.9297,3.440755
7137.98999999999,106.9377,3.440915
7138.98999999999,106.9328,3.441128
7139.98999999999,106.9322,3.441288
7140.98999999999,106.9322,3.441448
7141.98999999999,106.9167,3.441662
7142.98999999999,106.9309,3.441769
7143.98999999999,106.8912,3.441982
7144.98999999999,106.908,3.442196
7145.98999999999,106.8981,3.442356
7146.98999999999,106.9005,3.442569
7147.98999999999,106.8739,3.442783
7148.98999999999,106.8559,3.442889
7149.98999999999,106.8714,3.443103
7150.98999999999,106.8745,3.44337
7151.98999999999,106.846,3.443476
7152.98999999999,106.8516,3.44369
7153.98999999999,106.8491,3.443957
7154.98999999999,106.8385,3.444117
7155.98999999999,106.8373,3.44433
7156.98999999999,106.8237,3.444491
7157.98999999999,106.8137,3.444757
7158.98999999999,106.815,3.444918
7159.98999999999,106.8113,3.445078
7160.98999999999,106.8119,3.445344
7161.98999999999,106.8137,3.445611
7162.98999999999,106.784,3.445771
7163.98999999999,106.7815,3.446038
7164.98999999999,106.7741,3.446198
7165.98999999999,106.7716,3.446519
7166.98999999999,106.7685,3.446732
7167.98999999999,106.7412,3.446892
